Designator,Mid X,Mid Y,Rotation,Layer
K_15,89.6525,-91.21945,0.0,top
K_16,113.465,-91.21945,0.0,top
K_17,132.515,-91.21945,0.0,top
K_18,151.565,-91.21945,0.0,top
K_19,170.615,-91.21945,0.0,top
K_2,103.94,-72.16945,0.0,top
K_20,189.665,-91.21945,0.0,top
K_21,208.715,-91.21945,0.0,top
K_22,227.765,-91.21945,0.0,top
K_23,246.815,-91.21945,0.0,top
K_24,265.865,-91.21945,0.0,top
K_25,284.915,-91.21945,0.0,top
K_26,303.965,-91.21945,0.0,top
K_27,323.015,-91.21945,0.0,top
K_28,349.80555,-92.915,270.0,top
K_29,337.94445,-113.235,90.0,top
K_3,122.99,-72.16945,0.0,top
K_30,92.03375,-110.26945,0.0,top
K_31,118.2275,-110.26945,0.0,top
K_32,137.2775,-110.26945,0.0,top
K_33,156.3275,-110.26945,0.0,top
K_34,175.3775,-110.26945,0.0,top
K_35,194.4275,-110.26945,0.0,top
K_36,213.4775,-110.26945,0.0,top
K_37,232.5275,-110.26945,0.0,top
K_38,251.5775,-110.26945,0.0,top
K_39,270.6275,-110.26945,0.0,top
K_4,142.04,-72.16945,0.0,top
K_40,289.6775,-110.26945,0.0,top
K_41,308.7275,-110.26945,0.0,top
K_42,326.05695,-113.26,90.0,top
K_43,347.4882,-103.71,90.0,top
K_44,98.035,-134.05555,180.0,top
K_45,87.27125,-129.31945,0.0,top
K_46,108.7025,-129.31945,0.0,top
K_47,127.7525,-129.31945,0.0,top
K_48,146.8025,-129.31945,0.0,top
K_49,165.8525,-129.31945,0.0,top
K_5,161.09,-72.16945,0.0,top
K_50,184.9025,-129.31945,0.0,top
K_51,203.9525,-129.31945,0.0,top
K_52,223.0025,-129.31945,0.0,top
K_53,242.0525,-129.31945,0.0,top
K_54,261.1025,-129.31945,0.0,top
K_55,280.1525,-129.31945,0.0,top
K_56,299.2025,-129.31945,0.0,top
K_57,334.92125,-129.31945,0.0,top
K_58,87.27125,-148.36945,0.0,top
K_59,111.08375,-148.36945,0.0,top
K_6,180.14,-72.16945,0.0,top
K_60,134.89625,-148.36945,0.0,top
K_61,206.33375,-148.36945,0.0,top
K_62,277.77125,-148.36945,0.0,top
K_63,301.58375,-148.36945,0.0,top
K_64,325.39625,-148.36945,0.0,top
K_65,349.20875,-148.36945,0.0,top
K_7,199.19,-72.16945,0.0,top
K_8,218.24,-72.16945,0.0,top
K_9,237.29,-72.16945,0.0,top
SW1,358.0,-74.5,270.0,top
U1,333.955,-51.75,270.0,top
USB1,301.325,-36.8575,180.0,top
